time,open,high,low,close,volume
1785710700,63518,63572.5,63450.65,63450.65,37.42288
1785711000,63450.66,63454,63429.09,63433.06,16.51849
1785711300,63433.06,63436.46,63424,63424.58,11.40442
1785711600,63424.58,63457.5,63394,63404,23.51352
1785711900,63404,63404,63358.75,63388.63,39.05036
1785712200,63388.64,63396.59,63344,63363.99,29.16999
1785712500,63363.99,63533.42,63344,63530.6,80.72577
1785712800,63530.61,63530.61,63462.72,63486.45,26.92366
1785713100,63486.46,63546.88,63486.46,63542.65,20.42265
1785713400,63542.65,63596,63534.15,63576.62,25.44211
1785713700,63576.61,63585.79,63512,63526,12.37352
1785714000,63526,63526,63490,63523.33,18.90484
1785714300,63523.34,63552.02,63486.01,63514.64,29.68675
1785714600,63514.65,63546.71,63498,63504.01,16.02252
1785714900,63504.01,63575.19,63504.01,63570,15.43729
1785715200,63570.01,63596,63492.4,63514.53,53.8602
1785715500,63514.53,63514.53,63433,63447.99,18.52294
1785715800,63447.99,63450,63390,63425.05,25.20456
1785716100,63425.05,63442,63387.8,63387.8,17.84639
1785716400,63387.8,63435.99,63372.55,63379.54,26.82474
1785716700,63379.54,63379.54,63250.04,63262.84,71.63696
1785717000,63262.84,63358.15,63208.3,63358.15,44.7397
1785717300,63358.15,63396.79,63334.01,63396.79,22.41998
1785717600,63396.79,63425.97,63310.15,63331.81,21.12301
1785717900,63331.81,63344,63271.2,63336,27.65078
1785718200,63335.99,63352,63300,63321.99,18.36298
1785718500,63322,63324,63309.99,63317.6,9.13118
1785718800,63317.61,63350,63242.66,63339.5,47.01209
1785719100,63339.51,63349.74,63233.49,63276.01,25.9225
1785719400,63276.01,63295.81,63180,63221.18,23.88234
1785719700,63221.19,63243.5,63169.12,63203.99,32.50087
1785720000,63203.99,63204,63158,63200,18.84105
1785720300,63200,63260,63111.1,63175.99,61.0802
1785720600,63175.99,63248,63160.66,63226,29.61645
1785720900,63226.01,63234,63180,63194,20.24818
1785721200,63194,63246.39,63184,63219.31,23.05386
1785721500,63219.32,63230,63190,63190.01,33.47213
1785721800,63190.01,63194.28,63165.39,63165.39,32.06545
1785722100,63165.4,63223.79,63162,63212.16,24.61806
1785722400,63212.16,63233.29,63165.22,63219.75,26.1557
1785722700,63219.74,63220,63170.08,63182,21.61443
1785723000,63182,63205.31,63138.93,63205.31,24.28012
1785723300,63205.31,63233.29,63192.29,63228.27,30.79296
1785723600,63228.28,63286,63218.2,63218.2,34.04429
1785723900,63218.2,63228.13,63100,63128,31.46665
1785724200,63128.01,63168,63108.33,63167.99,21.48835
1785724500,63167.99,63206,63155.46,63199.99,17.77298
1785724800,63200,63216.79,63180.39,63180.4,41.62374
1785725100,63180.39,63196,63174,63193.99,37.19785
1785725400,63193.99,63194.01,63150,63150,19.25985
1785725700,63150.01,63157.52,63120.01,63141.4,28.49267
1785726000,63141.39,63162,63116.17,63151.82,20.51721
1785726300,63151.82,63168.44,63100,63131.7,16.18543
1785726600,63131.7,63136,63100.01,63116,29.78145
1785726900,63116,63138.37,63082.54,63091.3,28.88525
1785727200,63091.3,63115.07,63073.24,63092.95,51.11721
1785727500,63092.94,63092.95,63062.98,63080.01,23.45497
1785727800,63080.01,63084,63039.99,63083.99,38.74049
1785728100,63084,63089.98,63054,63058.48,34.21574
1785728400,63058.48,63062.93,63045.08,63062.93,25.70007
1785728700,63062.93,63065.89,62786.04,62930,191.6254
1785729000,62930,62965,62913.25,62946.03,28.74225
1785729300,62946.03,62946.03,62870.48,62870.49,27.49876
1785729600,62870.48,62938.55,62851.71,62938.55,54.24248
1785729900,62938.55,62938.55,62870.65,62872,40.49754
1785730200,62872,62890,62816.34,62865.93,21.84444
1785730500,62865.93,62934.78,62865.92,62926,18.02355
1785730800,62926,62978.11,62920,62954.38,20.74753
1785731100,62954.38,62978,62945.87,62972.67,12.40873
1785731400,62972.67,63001.77,62972.66,62991.93,23.44218
1785731700,62991.93,63001.77,62972.72,63000.12,29.25075
1785732000,63000.12,63000.13,62965,62981.99,11.26719
1785732300,62981.99,62982,62926,62926,19.33934
1785732600,62926.01,62926.01,62853,62864.37,28.1428
1785732900,62864.37,62870.57,62770.37,62790,41.2111
1785733200,62790,62847.81,62790,62800,44.57149
1785733500,62800.01,62834.91,62751.3,62834.91,51.58562
1785733800,62834.91,62871.13,62830,62852.01,33.36581
1785734100,62852.01,62862.01,62808.73,62862,102.21608
1785734400,62862.01,62875.02,62802,62827.71,57.52578
1785734700,62827.71,62856,62816,62816,95.7035
1785735000,62816.01,62833.86,62793.44,62793.44,25.54974
1785735300,62793.44,62812.16,62774.88,62812.16,31.06656
1785735600,62812.16,62849.98,62808.09,62808.75,19.80805
1785735900,62808.75,62862.92,62808,62856.03,43.65541
1785736200,62856.03,62856.03,62811,62817.54,22.99961
1785736500,62817.54,62839.99,62807.67,62827.17,18.64441
1785736800,62827.17,62849.46,62823.2,62838.4,26.03932
1785737100,62838.4,62872.58,62832.35,62861.06,20.7579
1785737400,62861.06,62861.06,62827.15,62846,18.76633
1785737700,62846.01,62850,62814.46,62814.47,16.63345
1785738000,62814.46,62814.47,62778,62804.55,28.21042
1785738300,62804.55,62804.55,62759.82,62793.17,36.27522
1785738600,62793.17,62841.01,62784.25,62784.26,18.70102
1785738900,62784.25,62784.26,62670,62702,56.62399
1785739200,62702,62702,62640,62640.01,66.13291
1785739500,62640.01,62672,62618,62663.49,38.49837
1785739800,62663.49,62683.5,62646,62663.99,41.75228
1785740100,62663.99,62663.99,62613,62623.6,27.9272
1785740400,62623.6,62639.99,62592,62622.89,41.14445
1785740700,62622.9,62676.85,62609.81,62610,391.61894
1785741000,62610,62656,62599.61,62599.99,197.16124
